epoch,acc,f1score,loss,precision_m,recall_m,val_acc,val_f1score,val_loss,val_precision_m,val_recall_m
17,0.2157258064516129,0.10423518344759941,3.3051206911763837,0.3361672420174845,0.06451612903225806,0.0078125,0.007812486961483955,15.927849912643433,0.0078125,0.0078125
18,0.2862903225806452,0.10837571659395771,2.5146632886702016,0.4294034877131062,0.06350806451612903,0.009146341463414634,0.009318866380831091,15.383821022219774,0.009504010764563956,0.009146341463414634
19,0.4939516129032258,0.3706964922528113,1.720234174882212,0.7138231954266948,0.25705645161290325,0.03201219512195122,0.027907492547500426,12.79021421292933,0.032729504675399965,0.024390243902439025
20,0.5191532258064516,0.44788108477669375,1.5885420845400902,0.6769716931927588,0.3397177419354839,0.08689024390243902,0.08238885042870916,9.925923370733493,0.09743054556410487,0.07164634146341463
21,0.6028225806451613,0.533574414830054,1.3224884367758227,0.7231083868011352,0.4274193548387097,0.23932926829268292,0.2341900555098929,4.9503427365931065,0.29685283143345903,0.1951219512195122
22,0.6068548387096774,0.5704041104162892,1.2263635819958103,0.7137372003447625,0.4778225806451613,0.3429878048780488,0.331276651562714,3.010433194113941,0.41248458260443155,0.27896341463414637
23,0.623991935483871,0.6089515022693142,1.2052109452985948,0.7295242374943148,0.5241935483870968,0.2375,0.23070498406887055,4.030924189090729,0.27734864838421347,0.1984375
24,0.7026209677419355,0.682759250363996,0.9703964994799706,0.8022813200950623,0.5977822580645161,0.3521341463414634,0.3480053064299793,3.0100832566982363,0.3976098582511995,0.31097560975609756
25,0.6985887096774194,0.6966967448111503,0.9604190837952399,0.7958300209814503,0.6219758064516129,0.36128048780487804,0.3540656163198192,3.069039135444455,0.399528336234209,0.31859756097560976
26,0.6935483870967742,0.6877913946105588,0.934062575140307,0.7855632968487278,0.6149193548387096,0.4375,0.4390029820000253,2.110079114030047,0.5060782665159644,0.38871951219512196
27,0.7278225806451613,0.7294150494760082,0.8655445171940711,0.8126462909483141,0.6633064516129032,0.49847560975609756,0.49472687447943337,2.0317384062743766,0.5489713520538516,0.45121951219512196
28,0.6844758064516129,0.6758249036727413,1.059913577571992,0.7694151478428994,0.6038306451612904,0.5060975609756098,0.5044845531626445,2.1681155809542028,0.5720095198328902,0.4527439024390244
29,0.7590725806451613,0.7507549466625336,0.7596286429512885,0.834081567102863,0.6854838709677419,0.765625,0.7594574883580207,0.7606023371219635,0.8232001423835754,0.70625
30,0.7772177419354839,0.7802837317989718,0.6480045924263615,0.8491737919469033,0.7237903225806451,0.6432926829268293,0.6556214326765479,1.132453054916568,0.7283734286703715,0.5975609756097561
31,0.8215725806451613,0.8248204108207456,0.5806150580606153,0.8744828566428153,0.78125,0.7804878048780488,0.780419589542761,0.6950495446600565,0.8249149133519429,0.7423780487804879
32,0.7862903225806451,0.7908439194002459,0.6751421641918921,0.8547447919845581,0.7379032258064516,0.75,0.7567354135397004,0.6871542320018862,0.790296131517829,0.7271341463414634
33,0.8044354838709677,0.8095592817952556,0.6008835896368949,0.8655552729483573,0.7610887096774194,0.885670731707317,0.8890870024518269,0.3223867292811231,0.9131729515587411,0.8673780487804879
34,0.8639112903225806,0.8599600311248533,0.435513531488757,0.8994319265888583,0.8245967741935484,0.9344512195121951,0.9304446650714409,0.21036980464691069,0.9524405496876415,0.9100609756097561
35,0.8215725806451613,0.8304123724660566,0.5569060021831144,0.8732508170989252,0.7923387096774194,0.759375,0.750033600628376,0.8833244487643241,0.7874543085694313,0.7171875
36,0.8165322580645161,0.8216729510215021,0.6043807412347486,0.8603968485709159,0.7883064516129032,0.7728658536585366,0.7692914968583642,0.6897040009498596,0.8282909000792155,0.7195121951219512
37,0.844758064516129,0.8516598593804144,0.49638408999289235,0.8996561208078938,0.8094758064516129,0.8826219512195121,0.8815497465249968,0.3412897310605863,0.89827703266609,0.8658536585365854
38,0.8467741935483871,0.8553432053135287,0.4441744733241297,0.8992969970549306,0.8165322580645161,0.8932926829268293,0.8985976387814778,0.35860394850009825,0.9281528475807934,0.8719512195121951
39,0.8578629032258065,0.866831854466469,0.400615559470269,0.9001248171252589,0.8366935483870968,0.6966463414634146,0.6972741135736791,0.9959938220861482,0.7343968501905116,0.6646341463414634
40,0.8508064516129032,0.8621911406517029,0.45016170461331645,0.8995256750814377,0.8286290322580645,0.7942073170731707,0.7854803030083819,0.7642944789514309,0.8220451227048549,0.7530487804878049
41,0.8477822580645161,0.8513964433823863,0.4665988669280083,0.8831865518323837,0.8225806451612904,0.865625,0.8652127638459206,0.43955403864383696,0.88654615432024,0.8453125
42,0.875,0.8815247993315419,0.4102977216243744,0.9092345891460296,0.8558467741935484,0.8963414634146342,0.8862204275480131,0.31011492013931274,0.9061329335701175,0.8673780487804879
43,0.8659274193548387,0.8749884674626012,0.40242226614106086,0.9118520213711646,0.8417338709677419,0.7987804878048781,0.8054213901845421,0.7126442739149419,0.8398134941008033,0.774390243902439
44,0.844758064516129,0.855583087090523,0.5200262526350636,0.8956747439599806,0.8195564516129032,0.8795731707317073,0.8822951084230004,0.3938592599659431,0.9082967668044858,0.8582317073170732
45,0.8689516129032258,0.8833002332718142,0.39469269446788297,0.9164829773287619,0.8528225806451613,0.926829268292683,0.9306627482902713,0.2556158880271563,0.9493494964227444,0.913109756097561
46,0.8810483870967742,0.8916445989762584,0.3838369668491425,0.9206564984013957,0.8649193548387096,0.6783536585365854,0.6963689937824156,1.1908984882075613,0.7340473169233741,0.663109756097561
47,0.8921370967741935,0.8968135003120669,0.32468895878522624,0.9234992227246684,0.8719758064516129,0.9078125,0.9032922223210335,0.43371221125125886,0.918777123093605,0.8890625
48,0.8901209677419355,0.8971734623755178,0.3307262363453065,0.9244135887392105,0.8719758064516129,0.6387195121951219,0.6328928296158953,1.3078642385761912,0.6683941178205537,0.6021341463414634
49,0.8225806451612904,0.8327939625709287,0.5511736110333474,0.8710506289236007,0.7983870967741935,0.2027439024390244,0.20146928455044583,4.966527880691901,0.2228944387014319,0.18445121951219512
50,0.8356854838709677,0.8463598778170924,0.5319632061066166,0.8842582202726795,0.8125,0.18902439024390244,0.18476460001817563,7.193295164806087,0.2019148209109539,0.17073170731707318
51,0.8276209677419355,0.8372021894301137,0.5891252342731722,0.879679552970394,0.7993951612903226,0.10670731707317073,0.09797022818792157,9.083906243487101,0.10562284218101967,0.09146341463414634
52,0.8699596774193549,0.8756101419848781,0.4168562098376213,0.9104975442732534,0.84375,0.6722560975609756,0.6636479715021645,1.229473657724334,0.7092914348695336,0.625
53,0.8770161290322581,0.8857572040250224,0.4034929895593274,0.9185933086179918,0.8558467741935484,0.9171875,0.9219267070293427,0.24128606989979745,0.9385540515184403,0.90625
54,0.9143145161290323,0.926346613514808,0.2812112896673141,0.9525144946190619,0.9022177419354839,0.8109756097560976,0.8190063543436004,0.7523743226760771,0.8436900013830604,0.7972560975609756
55,0.905241935483871,0.9214079226216962,0.27973321152310215,0.9449459871938152,0.8991935483870968,0.8612804878048781,0.8594218972252636,0.43186840996509646,0.8786695003509521,0.8414634146341463
56,0.9092741935483871,0.9223311312737004,0.27157729095028293,0.9472031266458573,0.8991935483870968,0.9344512195121951,0.9357952533698664,0.19828332996949916,0.950062277840405,0.9222560975609756
57,0.8951612903225806,0.90280464003163,0.3054682785464871,0.9283836368591555,0.8790322580645161,0.8932926829268293,0.9018571086046172,0.3480581484916734,0.9175235236563334,0.8871951219512195
58,0.8810483870967742,0.8983496696718277,0.38014775081988306,0.9305431996622393,0.8689516129032258,0.9192073170731707,0.9153121346380653,0.21092113925189507,0.939377520142532,0.8932926829268293
59,0.9002016129032258,0.9100257100597504,0.31740177374693657,0.9368915557861328,0.8850806451612904,0.8890625,0.9004122853279114,0.37436860501766206,0.9125014334917069,0.8890625
60,0.90625,0.9180767228526454,0.2902646749731033,0.9460943610437454,0.8921370967741935,0.948170731707317,0.9542568587675327,0.1448667954835223,0.9720593923475684,0.9375
61,0.9395161290322581,0.9455051422119141,0.210598943454604,0.9700563223131241,0.9223790322580645,0.9375,0.9503580360877805,0.17863556919846593,0.9656500612817159,0.9359756097560976
62,0.8951612903225806,0.9068256751183541,0.3141753603854487,0.9298300281647713,0.8850806451612904,0.9740853658536586,0.9770365473700733,0.07471038155802866,0.9801337515435568,0.9740853658536586
63,0.7883064516129032,0.797399599705973,0.8419109313718734,0.8438547176699485,0.7580645161290323,0.07621951219512195,0.07987115404954771,9.237378422806902,0.09612907269378988,0.06859756097560976
64,0.7379032258064516,0.7499915842087038,0.8835318905691947,0.8199489347396358,0.6925403225806451,0.21036585365853658,0.2180716195484487,5.245692555497333,0.2617843387330451,0.1875
65,0.875,0.8763163647344036,0.4411959946155548,0.9226778495696283,0.8356854838709677,0.3765625,0.3837046355009079,4.862357342243195,0.4313055954873562,0.346875
66,0.9153225806451613,0.9301221063060146,0.3298466335381231,0.9591904128751447,0.9032258064516129,0.48628048780487804,0.48348249458685155,2.971536403749047,0.5195861458778381,0.4527439024390244
67,0.9112903225806451,0.9263683576737681,0.3451818097983637,0.9499436040078441,0.9042338709677419,0.760670731707317,0.7688201476887959,0.9714047370887384,0.7998818115490239,0.7408536585365854
68,0.8971774193548387,0.9111976892717423,0.3967800481665519,0.9406669159089366,0.8840725806451613,0.11432926829268293,0.137975642775617,5.679476993839915,0.27733730234024,0.09298780487804878
69,0.7852822580645161,0.8044005478582075,0.7788359782388133,0.8400002121925354,0.7721774193548387,0.14329268292682926,0.16634856982202065,6.301309539050591,0.24135526651289405,0.12804878048780488
70,0.907258064516129,0.919178799275429,0.35631052620949283,0.9482693576043651,0.8921370967741935,0.3795731707317073,0.39106288697661423,3.9054218559730343,0.4427848262030904,0.35060975609756095
71,0.8770161290322581,0.885404517573695,0.40529498313703843,0.9167268141623466,0.8568548387096774,0.66875,0.6676843449473381,3.126364579796791,0.6905356347560883,0.646875
72,0.9133064516129032,0.9278282984610526,0.28504810001580944,0.9580335520928905,0.9002016129032258,0.7347560975609756,0.7465343242738305,2.221091834510245,0.7839519323372259,0.7134146341463414
73,0.9233870967741935,0.9315938834221132,0.2664926777924261,0.9553398586088612,0.9092741935483871,0.7439024390243902,0.745237987215926,1.1808343049956531,0.7681737949208516,0.7240853658536586
74,0.9193548387096774,0.9310699297535804,0.24614309183051508,0.9541354102473105,0.9092741935483871,0.9435975609756098,0.9470201585350967,0.3407985640735161,0.9553501169856001,0.9390243902439024
75,0.9415322580645161,0.9514650221793882,0.19710553617727372,0.973846677810915,0.9304435483870968,0.9329268292682927,0.9315473931591686,0.19895242590729784,0.9479821193508986,0.9161585365853658
76,0.9334677419354839,0.9408602868357012,0.2500559668387136,0.963662120603746,0.9193548387096774,0.9512195121951219,0.9554752314962992,0.14725356203753773,0.9732159405219846,0.9390243902439024
77,0.9334677419354839,0.944386568761641,0.210749797763363,0.9642733143221948,0.9254032258064516,0.925,0.9244453266263009,0.20391549803316594,0.9493033558130264,0.9015625
78,0.9425403225806451,0.9515054821968079,0.2057937669657892,0.9714533398228307,0.9324596774193549,0.864329268292683,0.867093752070171,0.41084014860595147,0.8899885983001895,0.8460365853658537
79,0.9495967741935484,0.9576815578245348,0.1808537709857187,0.9777985022914025,0.938508064516129,0.9207317073170732,0.9247927927389378,0.2703106116230895,0.9371066078907107,0.913109756097561
80,0.9304435483870968,0.9443177984606835,0.20192867373266526,0.9641991546077113,0.9254032258064516,0.9451219512195121,0.9407407437882772,0.1490260271764383,0.9488558798301511,0.9329268292682927
81,0.9122983870967742,0.926758675805984,0.2603482471839074,0.9473393290273605,0.907258064516129,0.9070121951219512,0.9221538479735212,0.36547841858573077,0.9415636731357109,0.9039634146341463
82,0.9264112903225806,0.9356985322890743,0.22258822716051532,0.9537981152534485,0.9183467741935484,0.8841463414634146,0.8943499079564723,0.39535663004328564,0.9116423304488019,0.8780487804878049
83,0.9314516129032258,0.942580432661118,0.2527988346353654,0.9661736180705409,0.9203629032258065,0.7125,0.7120979927480221,1.2067974030971527,0.7358238361775875,0.690625
84,0.9304435483870968,0.9400866896875443,0.2249275140704647,0.9597473759805003,0.9213709677419355,0.9603658536585366,0.9636292312203384,0.10490376956579162,0.9733903669729466,0.9542682926829268
85,0.9334677419354839,0.94602176643187,0.19678288902486524,0.9654873263451361,0.9274193548387096,0.9634146341463414,0.9626161019976546,0.11335648003420452,0.96336545886063,0.961890243902439
86,0.9506048387096774,0.9582610091855449,0.1798752059619273,0.9778702624382511,0.9395161290322581,0.9847560975609756,0.9853961060686809,0.05503236021982824,0.9908536585365854,0.9801829268292683
87,0.9516129032258065,0.9600268006324768,0.1511598165717817,0.9771700424532737,0.9435483870967742,0.9496951219512195,0.9515316762575289,0.15543185974039683,0.9566220771975633,0.9466463414634146
88,0.9516129032258065,0.9578315615653992,0.16443526468450023,0.9758584730086788,0.9405241935483871,0.9557926829268293,0.9555592595077143,0.13803740454519667,0.958536585656608,0.9527439024390244
89,0.9375,0.9447634893078958,0.20505159300181172,0.9650962141252333,0.9254032258064516,0.9515625,0.9537177935242653,0.14139063125476242,0.9559912621974945,0.9515625
90,0.9546370967741935,0.9613827601555855,0.1392750669150583,0.9799861138866793,0.9435483870967742,0.9512195121951219,0.9472249193889338,0.16468438624245366,0.9590997652309697,0.9359756097560976
91,0.9556451612903226,0.9649661760176381,0.16099531840412848,0.9842178225517273,0.9465725806451613,0.9923780487804879,0.9908052479348531,0.03620547688816015,0.9923288734947763,0.989329268292683
92,0.9637096774193549,0.968666838061425,0.11890303740097631,0.9864030441930217,0.9516129032258065,0.9878048780487805,0.9846350826868197,0.04382576282340579,0.9892309177212599,0.9801829268292683
93,0.9616935483870968,0.9708440188438662,0.10701811325646216,0.9834764061435577,0.9586693548387096,0.9801829268292683,0.9809329887715782,0.10763992572191922,0.9817073170731707,0.9801829268292683
94,0.9475806451612904,0.9564565093286576,0.15716068086124235,0.969875116502085,0.9435483870967742,0.9923780487804879,0.9923780342427696,0.025256463448607887,0.9923780487804879,0.9923780487804879
95,0.9546370967741935,0.9636456139626042,0.15059064749267795,0.9791883403255094,0.9485887096774194,0.98125,0.9818948090076447,0.04793734063860029,0.9857862889766693,0.978125
96,0.9465725806451613,0.9543959882951552,0.17249396154957433,0.9708636729947983,0.938508064516129,0.9923780487804879,0.9923780356965414,0.025386029752198516,0.9923780487804879,0.9923780487804879
97,0.936491935483871,0.9481855265555843,0.18899481779625338,0.9655913941321834,0.9314516129032258,0.9146341463414634,0.9188115247866002,0.2705646205875205,0.9312352436344798,0.9070121951219512
98,0.90625,0.9149813825084318,0.30834035863799436,0.935925212598616,0.8951612903225806,0.8978658536585366,0.9003689797913156,0.6672178743089118,0.9093758158567475,0.8917682926829268
99,0.9163306451612904,0.9246709712090031,0.31449281412266916,0.9453032382072941,0.905241935483871,0.9100609756097561,0.9089720656232136,1.0223277437205358,0.9109952769628386,0.9070121951219512
